rowNum,Duration(Sec),Start date,StartTime,StartLat,StartLon,EndLat,EndLon,Walk Time,Transit Time,Waiting Time,Num Transfers,AltBikeTime
24100,665,05/27/2012,10:17:00 PM,38.9121,-77.0387,38.915417,-77.012289,473,708,242,0,523
24200,166,05/21/2012,5:08:00 AM,38.9003,-77.016,38.897446,-77.009888,500,0,0,-1,138
24300,986,05/21/2012,6:54:00 AM,38.929464,-77.027822,38.904742,-77.041606,304,1050,506,0,786
24400,506,05/21/2012,7:30:00 AM,38.896999,-77.004962,38.886266,-77.022241,938,294,242,0,561
24500,441,05/21/2012,7:50:00 AM,38.90985,-77.034438,38.903407,-77.043648,371,264,242,0,274
24600,543,05/21/2012,8:09:00 AM,38.912682,-77.031681,38.9003,-77.0429,472,408,242,0,455
24700,581,05/21/2012,8:20:00 AM,38.896999,-77.004962,38.897324,-77.022322,254,720,242,0,454
24800,486,05/21/2012,8:34:00 AM,38.9154,-77.0446,38.9059,-77.0325,460,438,527,1,451
24900,566,05/21/2012,8:49:00 AM,38.894832,-76.987633,38.884,-76.995397,572,270,242,0,360
25000,306,05/21/2012,9:06:00 AM,38.912719,-77.022155,38.897324,-77.022322,296,222,243,0,408
25100,1265,05/21/2012,9:30:00 AM,38.9154,-77.0446,38.887237,-77.028226,311,690,661,1,862
25300,1056,05/21/2012,11:27:00 AM,38.894832,-76.987633,38.898364,-77.027869,298,1326,242,0,832
25400,480,05/21/2012,12:21:00 PM,38.9022212,-77.059219,38.9101,-77.0444,569,426,242,0,498
25500,739,05/21/2012,1:23:00 PM,38.8997,-77.023086,38.90985,-77.034438,207,780,638,0,407
25600,1846,05/21/2012,3:06:00 PM,38.904036,-77.062697,38.9154,-77.0446,897,528,242,0,530
25700,578,05/21/2012,4:48:00 PM,38.90985,-77.034438,38.915417,-77.012289,287,876,242,0,451
25800,598,05/21/2012,5:37:00 PM,38.894919,-77.046587,38.906602,-77.038785,253,798,241,-1,435
25900,618,05/21/2012,6:15:00 PM,38.947607,-77.079382,38.934,-77.0725,74,468,242,0,336
26000,395,05/21/2012,6:46:00 PM,38.898069,-77.031823,38.90572,-77.022264,127,546,608,1,311
26100,362,05/21/2012,7:22:00 PM,38.9172,-77.0259,38.9121,-77.0387,486,210,242,0,317
26200,390,05/21/2012,7:51:00 PM,38.926088,-77.036536,38.9365,-77.024,451,138,242,0,391
